DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACIÓN
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,CRUCE EL HORNITO,-7.415628,-79.522853,21,76
LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,CANCATE,-8.247888,-78.162652,29,76
LA LIBERTAD,GRAN CHIMU,CASCAS,LA SOLEDAD,-7.578017,-78.835453,26,76
LA LIBERTAD,SANCHEZ CARRION,COCHORCO,MUYQUE,-7.81397,-77.678443,13,75
LA LIBERTAD,SANCHEZ CARRION,COCHORCO,SAN ISIDRO,-7.830072,-77.686635,17,73
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,ALTO JEQUETEPEQUE,-7.362825,-79.571248,20,72
LA LIBERTAD,GRAN CHIMU,CASCAS,LA PAMPA,-7.557705,-78.680902,25,72
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,GEIPE BAJO,-7.19344,-79.512957,21,70
LA LIBERTAD,TRUJILLO,POROTO,MISHIRIHUANGA,-8.009982,-78.73591,18,69
LA LIBERTAD,TRUJILLO,MOCHE,LA LINEA,-8.161783,-79.007637,17,68
LA LIBERTAD,ASCOPE,CASA GRANDE,CHACARILLAS,-7.67279,-79.224558,18,66
LA LIBERTAD,CHEPEN,CHEPEN,MANCOCHITO,-7.192053,-79.425165,18,66
LA LIBERTAD,ASCOPE,CASA GRANDE,EL QUINCE,-7.743602,-79.169727,15,65
LA LIBERTAD,PATAZ,PATAZ,LA LOMA,-7.72385,-77.659385,16,65
LA LIBERTAD,TRUJILLO,MOCHE,LOS TALLOS,-8.163546,-79.006517,11,64
LA LIBERTAD,ASCOPE,CHICAMA,PIEDRA MOLINO,-7.739967,-79.061208,21,64
LA LIBERTAD,ASCOPE,CHICAMA,LA MONICA,-7.745775,-79.037768,21,63
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,AVIACION,-7.205547,-79.51803,21,63
LA LIBERTAD,GRAN CHIMU,CASCAS,EL EMPALME,-7.571537,-78.80878,20,63
LA LIBERTAD,GRAN CHIMU,CASCAS,LA LAGUNA,-7.550915,-78.684447,17,63
LA LIBERTAD,TRUJILLO,MOCHE,HUARTACO,-8.172262,-79.00229,14,62
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,TAHUANTINSUYO,-7.173185,-79.613523,19,62
LA LIBERTAD,GRAN CHIMU,CASCAS,PUENTE OCHAPE,-7.573133,-78.813093,15,62
LA LIBERTAD,GRAN CHIMU,CASCAS,LAS LAGUNA,-7.548848,-78.727443,16,62
LA LIBERTAD,ASCOPE,RAZURI,EL PANCAL,-7.741467,-79.391522,19,61
LA LIBERTAD,TRUJILLO,POROTO,DOS DE MAYO,-8.02179,-78.814185,16,60
LA LIBERTAD,PACASMAYO,GUADALUPE,EL HUABITO,-7.22924,-79.46419,18,60
LA LIBERTAD,TRUJILLO,MOCHE,EL PALMO,-8.176109,-79.000088,12,59
LA LIBERTAD,TRUJILLO,LAREDO,SANTA ROSA BAJA,-8.04591,-78.848727,18,58
LA LIBERTAD,TRUJILLO,MOCHE,EL TANQUE,-8.146443,-79.007944,14,58
LA LIBERTAD,TRUJILLO,TRUJILLO,EX FUNDO LARREA,-8.13608,-79.012574,19,55
LA LIBERTAD,TRUJILLO,MOCHE,CHACARILLA,-8.1611,-79.002401,15,55
LA LIBERTAD,ASCOPE,ASCOPE,POTREROS DE LOS PISCOS,-7.72893,-79.099628,16,55
LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,PICOMAS,-8.10306,-78.158347,19,55
LA LIBERTAD,ASCOPE,CASA GRANDE,LA CACHIMBA,-7.717462,-79.202563,11,49
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,LA PAMPILLA,-7.231648,-79.484539,15,48
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,EL ALFALFARITO,-7.335038,-79.559621,12,48
LA LIBERTAD,TRUJILLO,LAREDO,ESPINO LIMON,-8.104756,-78.939353,13,45
LA LIBERTAD,TRUJILLO,MOCHE,BYTIN,-8.161721,-79.001014,10,45
LA LIBERTAD,ASCOPE,CASA GRANDE,LA PAPA,-7.66068,-79.236152,8,44
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,EL TRIGO,-7.218167,-79.525478,12,43
LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,SHIRACBALL,-8.265942,-78.165282,16,43
LA LIBERTAD,TRUJILLO,HUANCHACO,SANTA MARIA,-8.086067,-79.072392,10,41
LA LIBERTAD,CHEPEN,PACANGA,CAIN ALTO LA LUNA,-7.194435,-79.47794,10,41
LA LIBERTAD,GRAN CHIMU,CASCAS,LA SOLEDAD BAJA,-7.579565,-78.832518,11,41
LA LIBERTAD,CHEPEN,CHEPEN,MANCOCHE ALTO,-7.172453,-79.380495,12,40
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,LA MANGA,-7.204023,-79.513187,14,40
LA LIBERTAD,BOLIVAR,LONGOTEA,CAPILLAPAMPA,-7.006117,-77.927708,16,38
LA LIBERTAD,BOLIVAR,LONGOTEA,PATIPAMPA,-7.011693,-77.926152,14,38
LA LIBERTAD,CHEPEN,PACANGA,TIERRAS NUEVAS,-7.159955,-79.47492,12,38
LA LIBERTAD,TRUJILLO,SALAVERRY,CHOROBAL,-8.185313,-78.997385,10,37
LA LIBERTAD,GRAN CHIMU,CASCAS,EL ESPEJO,-7.575148,-78.828232,12,37
LA LIBERTAD,TRUJILLO,MOCHE,LA CRUZ,-8.176691,-79.007892,6,36
LA LIBERTAD,ASCOPE,RAZURI,LA ARENITA RAMAL II,-7.677488,-79.33078,9,36
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CAMPINA IPARRAGUIRRE,-7.93675,-79.202808,8,36
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CAPIÑA 3 Y 4 DE NEPEÑA,-7.901582,-79.261152,12,34
LA LIBERTAD,PACASMAYO,SAN JOSE,POTRERO,-7.35157,-79.423233,13,33
LA LIBERTAD,ASCOPE,CHICAMA,PUENTE TABLA,-7.733637,-79.044198,8,32
LA LIBERTAD,BOLIVAR,LONGOTEA,EL RECREO,-7.028895,-77.888478,13,32
LA LIBERTAD,TRUJILLO,MOCHE,LA PALMERA,-8.164906,-79.001235,8,30
LA LIBERTAD,TRUJILLO,MOCHE,LOS MUERTOS,-8.171845,-79.015156,6,30
LA LIBERTAD,ASCOPE,ASCOPE,PAMPAS DE VENTURA,-7.714518,-79.063782,12,30
LA LIBERTAD,BOLIVAR,LONGOTEA,LA CURVA,-7.045638,-77.874333,8,30
LA LIBERTAD,CHEPEN,CHEPEN,CATALUÑA,-7.158976,-79.352559,7,30
LA LIBERTAD,ASCOPE,ASCOPE,LA VICTORIA,-7.72198,-79.10794,11,28
LA LIBERTAD,ASCOPE,CASA GRANDE,ACEQUIA PAIJAN (LICAPA),-7.731022,-79.182462,9,28
LA LIBERTAD,CHEPEN,PACANGA,HUACA DE LAS ESTACAS,-7.180032,-79.461475,10,28
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,CAVOUR,-7.371448,-79.468062,13,27
LA LIBERTAD,PACASMAYO,SAN JOSE,QUEBRACHO,-7.366272,-79.428603,9,27
LA LIBERTAD,TRUJILLO,POROTO,EL SANGAL,-8.011482,-78.771147,7,26
LA LIBERTAD,TRUJILLO,MOCHE,EL ROSARIO,-8.152468,-79.009228,6,25
LA LIBERTAD,ASCOPE,ASCOPE,LA GRISELDA,-7.718712,-79.101708,6,25
LA LIBERTAD,ASCOPE,ASCOPE,POTRERO BARRANCA,-7.729202,-79.099005,5,25
LA LIBERTAD,TRUJILLO,MOCHE,LA BARRANCA,-8.15197,-79.018449,8,24
LA LIBERTAD,TRUJILLO,LAREDO,NUEVO LAREDO,-8.068872,-78.946867,4,23
LA LIBERTAD,ASCOPE,CASA GRANDE,COPAS,-7.714371,-79.217409,6,23
LA LIBERTAD,CHEPEN,PACANGA,TELEFONO,-7.13099,-79.546157,7,23
LA LIBERTAD,PACASMAYO,GUADALUPE,CASA BLANCA,-7.249005,-79.443928,13,23
LA LIBERTAD,PATAZ,PATAZ,LA PAMPA,-7.721915,-77.658648,6,22
LA LIBERTAD,BOLIVAR,LONGOTEA,CHAHUARPAMPA,-7.036297,-77.882813,6,20
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CAMPIÑA SANTIAGO DE CAO,-7.950145,-79.232405,6,19
LA LIBERTAD,ASCOPE,CASA GRANDE,RIO SECO,-7.675992,-79.241427,5,19
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,SANTIAGO,-7.222883,-79.508943,5,19
LA LIBERTAD,PACASMAYO,SAN JOSE,CULTAMBO,-7.337593,-79.413902,5,19
LA LIBERTAD,TRUJILLO,MOCHE,HUEREQUEQUE,-8.161014,-78.998127,5,18
LA LIBERTAD,CHEPEN,PACANGA,CRUZ DE LA LEGUA,-7.167955,-79.542543,6,18
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LA VENTUROSA,-7.336878,-79.55707,4,18
LA LIBERTAD,CHEPEN,CHEPEN,ISLA ALTA,-7.168613,-79.378887,6,17
LA LIBERTAD,BOLIVAR,LONGOTEA,ACHUVANA,-7.032287,-77.88731,5,16
LA LIBERTAD,CHEPEN,CHEPEN,KEIKO SOFIA,-7.157552,-79.359858,3,16
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,BLAYS,-7.230615,-79.509803,6,16
LA LIBERTAD,PACASMAYO,GUADALUPE,PRIMER CAMPO,-7.28475,-79.41796,6,16
LA LIBERTAD,CHEPEN,PACANGA,SAN CAYETANO,-7.13268,-79.47899,7,15
LA LIBERTAD,PATAZ,PATAZ,CALQUICHE,-7.820937,-77.639785,6,14
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,DIOS TEDE,-7.479857,-79.544885,4,13
LA LIBERTAD,GRAN CHIMU,CASCAS,GALLINAZO,-7.548385,-78.681242,3,13
LA LIBERTAD,PATAZ,PATAZ,EL VADO,-7.729968,-77.666032,5,12
LA LIBERTAD,TRUJILLO,POROTO,PIEDRA AZUL,-8.00074,-78.748938,5,11
LA LIBERTAD,ASCOPE,CASA GRANDE,SAN JOSE BAJO,-7.668637,-79.211426,3,11
LA LIBERTAD,CHEPEN,CHEPEN,EL SALVADOR,-7.18789,-79.427587,3,11
LA LIBERTAD,CHEPEN,PACANGA,EL SANJON,-7.170793,-79.442647,4,11
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,GRUPO CAMPESINO VENCEDORES,-7.943088,-79.202925,4,10
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,IGLESIA VIEJA,-7.137377,-79.588875,4,10
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,LA CONSTANCIA,-7.441072,-79.543698,2,10
LA LIBERTAD,PACASMAYO,SAN JOSE,JAGUEY (EL JAGUEY),-7.344798,-79.492805,4,10
LA LIBERTAD,CHEPEN,PACANGA,LA FLORIDA,-7.186503,-79.512438,2,9
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,MANANGUICHE,-7.150948,-79.562747,4,9
LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,ALTO PERU,-8.098748,-78.140165,1,9
LA LIBERTAD,TRUJILLO,POROTO,SOLEDAD,-8.000215,-78.766992,2,8
LA LIBERTAD,ASCOPE,ASCOPE,RIVERA DE RIO,-7.744728,-79.109055,3,8
LA LIBERTAD,ASCOPE,CHICAMA,LA CAMPIÑA,-7.847515,-79.141428,4,8
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,EL MEDANO,-7.932133,-79.189857,3,8
LA LIBERTAD,BOLIVAR,LONGOTEA,CIENEGA,-7.043317,-77.867117,5,8
LA LIBERTAD,CHEPEN,PACANGA,LA CAMPIÑA DE MOFO,-7.171317,-79.44595,3,8
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LA PRIMAVERA,-7.348837,-79.566002,2,8
LA LIBERTAD,GRAN CHIMU,CASCAS,VISTA FLORIDA,-7.591957,-78.890375,2,8
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,SANTA APOLONIA,-7.327902,-79.560952,1,7
LA LIBERTAD,CHEPEN,CHEPEN,LA PUNTA,-7.314858,-79.373319,1,6
LA LIBERTAD,CHEPEN,PACANGA,SANTA ELENA,-7.144285,-79.500343,2,6
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,PLATANAR,-7.330985,-79.548115,2,6
LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,HUACABALI,-8.094078,-78.16,2,6
LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,PAMPA DE LA JULIA,-7.990597,-78.29064,2,6
LA LIBERTAD,TRUJILLO,LAREDO,LOMAS DE QUIRIHUAC,-8.07275,-78.839625,3,5
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,MONTE VERDE,-7.32835,-79.576428,1,5
LA LIBERTAD,ASCOPE,CHICAMA,HUACA LESCANO,-7.79245,-79.136188,2,4
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,EL PALMO,-7.880783,-79.297052,2,4
LA LIBERTAD,ASCOPE,CASA GRANDE,ARMONIA,-7.663362,-79.221354,2,4
LA LIBERTAD,CHEPEN,PACANGA,EL TRUST,-7.160822,-79.383363,1,4
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,UJIAN,-7.193307,-79.524802,1,4
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,HUACA BLANCA,-7.16823,-79.55882,1,4
LA LIBERTAD,PACASMAYO,SAN JOSE,EL INFIERNILLO,-7.338435,-79.395182,2,4
LA LIBERTAD,ASCOPE,CHICAMA,GASÑAPE,-7.764507,-79.107613,1,3
LA LIBERTAD,ASCOPE,CHICAMA,ALTO CHICLIN,-7.821358,-79.170818,1,3
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,CALA,-7.402423,-79.491747,1,3
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LETANA,-7.335363,-79.520213,2,3
LA LIBERTAD,TRUJILLO,MOCHE,LOS PENCOS,-8.167073,-79.018626,1,2
LA LIBERTAD,BOLIVAR,LONGOTEA,NOGAL,-6.984518,-77.93757,2,2
LA LIBERTAD,CHEPEN,PACANGA,MARTIN SANCHEZ,-7.147557,-79.493373,1,2
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,PUEBLO LIBRE,-7.43038,-79.554353,1,2
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,BRISAS DE PACASMAYO,-7.442588,-79.578402,1,2
LA LIBERTAD,PACASMAYO,GUADALUPE,SANJON MARINUÑEZ,-7.23072,-79.47654,1,2
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,PUENTE ZAMBRANO,-7.341573,-79.567618,1,2
LA LIBERTAD,PATAZ,PATAZ,SAPOTE,-7.728072,-77.651558,1,2
LA LIBERTAD,BOLIVAR,LONGOTEA,ROCOTO,-7.041883,-77.877472,1,1
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,EL HORNO,-7.197638,-79.524308,1,1
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,SANTA ELENA,-7.484265,-79.557203,1,1
LA LIBERTAD,PACASMAYO,GUADALUPE,PAMPILLA BAJA,-7.231147,-79.483908,1,1
LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,EL ARENAL,-8.151666,-79.027914,0,0
LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,BOCANA SUR,-8.158512,-79.035839,0,0
LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,LOS ISRAELITAS,-8.156855,-79.038915,0,0
LA LIBERTAD,ASCOPE,ASCOPE,TOMA ROMA,-7.73529,-79.088335,0,0
LA LIBERTAD,ASCOPE,ASCOPE,TOMA PAIJAN,-7.718761,-79.109091,0,0
LA LIBERTAD,ASCOPE,ASCOPE,TOMA FACALA,-7.72458,-79.061362,0,0
LA LIBERTAD,ASCOPE,CHICAMA,PAMPA HERMOSA,-7.676348,-78.960295,0,0
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,LA CUADRA,-7.859802,-79.280537,0,0
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,BOCA DEL RIO,-7.937638,-79.288573,0,0
LA LIBERTAD,BOLIVAR,LONGOTEA,EL CALVARIO,-7.045225,-77.864523,0,0
LA LIBERTAD,CHEPEN,PACANGA,CUCHARA,-7.140063,-79.489132,0,0
LA LIBERTAD,CHEPEN,PACANGA,TAMBILLO,-7.164295,-79.488173,0,0
LA LIBERTAD,CHEPEN,PACANGA,EL TRIUNFO,-7.186107,-79.492755,0,0
LA LIBERTAD,CHEPEN,PACANGA,HUACA RAJADA,-7.180263,-79.490728,0,0
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,NUEVO MONTE GRANDE,-7.191703,-79.642222,0,0
LA LIBERTAD,PACASMAYO,GUADALUPE,LA CINTA,-7.252476,-79.463576,0,0
LA LIBERTAD,PACASMAYO,GUADALUPE,LA LAGUNA,-7.282503,-79.419885,0,0
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LACHE CHICO,-7.328322,-79.50824,0,0
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,COLLIQUE,-7.338477,-79.523987,0,0
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LAS CALABERAS,-7.350925,-79.567248,0,0
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,BOCA DEL RIO,-7.339288,-79.589367,0,0
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LA JULIANA,-7.335538,-79.540833,0,0
LA LIBERTAD,PACASMAYO,SAN JOSE,SANTA MARIA DE TECAPA,-7.3652,-79.394322,0,0
LA LIBERTAD,SANCHEZ CARRION,COCHORCO,CEBADAPAMPA,-7.824857,-77.645108,0,0
LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,-6.766851,-79.850617,64423,270208
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,JOSE LEONARDO ORTIZ,-6.762956,-79.834484,35679,156498
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FERREÑAFE,-6.638935,-79.788374,8084,33526
LAMBAYEQUE,CHICLAYO,MONSEFU,MONSEFU,-6.878095,-79.872423,5461,23969
LAMBAYEQUE,CHICLAYO,TUMAN,TUMAN,-6.750994,-79.70124,6151,23335
LAMBAYEQUE,CHICLAYO,POMALCA,POMALCA,-6.769883,-79.77535,5046,19812
LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,-6.735464,-79.634703,4205,16589
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOTUPE,-6.150898,-79.714298,3797,16275
LAMBAYEQUE,LAMBAYEQUE,OLMOS,OLMOS,-5.987869,-79.747477,3275,14473
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,PUEBLO NUEVO,-6.640255,-79.796203,3293,13733
LAMBAYEQUE,CHICLAYO,CAYALTI,CAYALTI,-6.89164,-79.56229,3704,12257
LAMBAYEQUE,CHICLAYO,ETEN,ETEN,-6.907062,-79.862475,2625,10539
LAMBAYEQUE,CHICLAYO,PICSI,PICSI,-6.718318,-79.770552,1268,9251
LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME,-6.509915,-79.859036,2118,9241
LAMBAYEQUE,CHICLAYO,REQUE,REQUE,-6.865061,-79.819078,2194,8747
LAMBAYEQUE,LAMBAYEQUE,MORROPE,MORROPE,-6.540254,-80.015643,1978,8680
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,-6.392831,-79.82281,2013,8185
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,-6.64312,-79.385269,2115,7842
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,MOCHUMI,-6.547801,-79.864904,1856,7188
LAMBAYEQUE,CHICLAYO,PUCALA,PUCALA,-6.781856,-79.612126,1822,6445
LAMBAYEQUE,CHICLAYO,OYOTUN,OYOTUN,-6.85434,-79.306302,1696,5735
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,ILLIMO,-6.474015,-79.854745,1243,5037
LAMBAYEQUE,CHICLAYO,LAGUNAS,MOCUPE,-6.99107,-79.622672,1349,4818
LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,-6.918033,-79.583239,1228,4253
LAMBAYEQUE,LAMBAYEQUE,PACORA,PACORA,-6.42857,-79.838773,1054,3943
LAMBAYEQUE,CHICLAYO,SAÑA,SALTUR,-6.811927,-79.638629,1066,3711
LAMBAYEQUE,FERREÑAFE,PITIPO,BATAN GRANDE,-6.482943,-79.652722,798,3106
LAMBAYEQUE,LAMBAYEQUE,SALAS,SALAS,-6.274634,-79.607147,796,3008
LAMBAYEQUE,CHICLAYO,PATAPO,LA CRIA Y PAMPA LA VICTORIA,-6.744311,-79.541633,803,2886
LAMBAYEQUE,CHICLAYO,LAGUNAS,NUEVO MOCUPE,-6.9788,-79.647706,619,2168
LAMBAYEQUE,FERREÑAFE,PITIPO,MOTUPILLO,-6.441981,-79.604664,568,2127
LAMBAYEQUE,LAMBAYEQUE,OLMOS,ALAN GARCIA,-5.991989,-79.730194,585,2017
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,MANUEL ANTONIO MESONES MURO,-6.644926,-79.738764,456,1787
LAMBAYEQUE,CHICLAYO,PICSI,CAPOTE,-6.714169,-79.813576,440,1763
LAMBAYEQUE,CHICLAYO,POMALCA,SAN ANTONIO,-6.777724,-79.777542,435,1760
LAMBAYEQUE,LAMBAYEQUE,MORROPE,LAGARTERA,-6.504999,-79.966875,302,1590
LAMBAYEQUE,CHICLAYO,TUMAN,CALUPE,-6.778798,-79.678789,369,1425
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CUCULI EL PALMO SAN JUAN,-6.689807,-79.46929,385,1422
LAMBAYEQUE,FERREÑAFE,PITIPO,PITIPO,-6.565959,-79.780739,317,1188
LAMBAYEQUE,LAMBAYEQUE,MORROPE,SANTA ISABEL,-6.484568,-79.962971,246,1127
LAMBAYEQUE,CHICLAYO,ETEN,VILLA EL MILAGRO,-6.898327,-79.842602,286,1118
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,VIRGEN PURISIMA CONCEPCION,-6.616306,-79.930548,189,1060
LAMBAYEQUE,LAMBAYEQUE,MORROPE,EL ROMERO,-6.501869,-80.011282,200,1058
LAMBAYEQUE,LAMBAYEQUE,TUCUME,SAN BERNARDINO,-6.490347,-79.86761,194,1009
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,SAN CARRANCO,-6.334167,-79.767465,280,985
LAMBAYEQUE,LAMBAYEQUE,MORROPE,TRANCA SASAPE,-6.494373,-79.939945,201,979
LAMBAYEQUE,LAMBAYEQUE,MORROPE,TRANCA FANUPE,-6.496742,-79.944391,209,979
LAMBAYEQUE,LAMBAYEQUE,MORROPE,LOS POSITOS,-6.498502,-79.926941,176,879
LAMBAYEQUE,CHICLAYO,SAÑA,SIPAN,-6.81048,-79.603536,295,878
LAMBAYEQUE,CHICLAYO,MONSEFU,CALLANCA,-6.839474,-79.809559,198,864
LAMBAYEQUE,LAMBAYEQUE,TUCUME,SAPAME,-6.482562,-79.822242,166,859
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,ZAPOTAL-TINAJONES,-6.648117,-79.416777,247,850
LAMBAYEQUE,FERREÑAFE,PITIPO,CACHINCHE,-6.522355,-79.80548,223,843
LAMBAYEQUE,CHICLAYO,PATAPO,LAS CANTERAS,-6.71817,-79.598475,226,839
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CERRO LA VIEJA,-6.215491,-79.702465,210,831
LAMBAYEQUE,LAMBAYEQUE,MORROPE,FANUPE (CASA BLANCA),-6.496492,-79.956085,175,830
LAMBAYEQUE,LAMBAYEQUE,MORROPE,MONTE HERMOSO,-6.465246,-79.958414,190,829
LAMBAYEQUE,LAMBAYEQUE,MORROPE,CHEPITO BAJO,-6.520288,-79.93958,169,827
LAMBAYEQUE,FERREÑAFE,PITIPO,LA ZARANDA,-6.486103,-79.730862,237,821
LAMBAYEQUE,LAMBAYEQUE,MORROPE,EL HORNITO,-6.485097,-79.982495,154,804
LAMBAYEQUE,CHICLAYO,LAGUNAS,TUPAC AMARU - RAFAN,-7.036219,-79.692333,216,787
LAMBAYEQUE,LAMBAYEQUE,OLMOS,INSCULAS,-5.756562,-79.859188,218,784
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA VIÑA,-6.371917,-79.76626,208,780
LAMBAYEQUE,CHICLAYO,CAYALTI,LA AVIACION-SANTA SOFIA,-6.905992,-79.547345,223,776
LAMBAYEQUE,LAMBAYEQUE,MORROPE,SEQUIONES,-6.46731,-79.938583,158,748
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,TONGORRAPE (LA CAPILLA),-6.05466,-79.67738,207,748
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,NUEVO SAN ISIDRO,-6.545443,-79.91905,148,720
LAMBAYEQUE,FERREÑAFE,PITIPO,PATIVILCA,-6.454603,-79.671605,191,714
LAMBAYEQUE,CHICLAYO,TUMAN,LUYA,-6.690907,-79.703872,218,699
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,PALO BLANCO,-6.144117,-79.697842,181,699
LAMBAYEQUE,LAMBAYEQUE,MORROPE,CARACUCHO,-6.48141,-79.951097,142,683
LAMBAYEQUE,FERREÑAFE,PITIPO,TAMBO REAL,-6.479217,-79.684637,166,655
LAMBAYEQUE,LAMBAYEQUE,OLMOS,CRUCE JAEN NUEVO,-5.994144,-79.693995,165,647
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,VALLE NUEVO,-6.58138,-79.923388,135,645
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PUERTO RICO,-6.310563,-79.761168,152,634
LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL HORCON,-6.499093,-79.879643,145,632
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL PAPAYO,-6.177868,-79.693243,153,630
LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL MUERTO,-6.045561,-79.830805,101,624
LAMBAYEQUE,FERREÑAFE,PITIPO,SAN LUIS,-6.45636,-79.631345,170,620
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PAMPA DE LINO,-6.362362,-79.831172,151,616
LAMBAYEQUE,LAMBAYEQUE,TUCUME,LOS BANCES,-6.476235,-79.914867,142,613
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,SOLECAPE,-6.598795,-79.933893,134,609
LAMBAYEQUE,LAMBAYEQUE,MORROPE,FANUPE BARRIO NUEVO,-6.494028,-79.967118,145,597
LAMBAYEQUE,LAMBAYEQUE,OLMOS,MOCAPE,-5.799175,-79.83585,143,590
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PAN DE AZUCAR,-6.42861,-79.726017,132,589
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SALITRAL,-6.133238,-79.72469,145,586
LAMBAYEQUE,LAMBAYEQUE,OLMOS,LA ESTANCIA,-5.899327,-79.805223,157,584
LAMBAYEQUE,FERREÑAFE,PITIPO,SIME,-6.538553,-79.796705,151,571
LAMBAYEQUE,LAMBAYEQUE,OLMOS,CORRAL DE ARENA LA ESPERA,-5.899938,-79.833197,152,568
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,MARAVILLAS,-6.537465,-79.900057,141,565
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PUEBLO NUEVO,-6.564596,-79.8943,142,562
