DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACIÓN
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE BACA LA CAPILLA SANTA ROSA,-6.613322,-79.894855,120,554
LAMBAYEQUE,CHICLAYO,SAÑA,LA OTRA BANDA,-6.942597,-79.580462,165,550
LAMBAYEQUE,FERREÑAFE,PITIPO,TRES PUENTES A,-6.46639,-79.656573,157,538
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,DESMOTADORA,-6.16107,-79.69937,156,535
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PUNTO CUATRO,-6.594523,-79.87689,131,533
LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL PUENTE,-5.886155,-79.885017,138,525
LAMBAYEQUE,CHICLAYO,LAGUNAS,LAGUNAS (CANASLOCHE),-7.057959,-79.738481,130,510
LAMBAYEQUE,CHICLAYO,POMALCA,INVERNILLO,-6.754269,-79.780144,153,500
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,ANCHOVIRA,-6.2738,-79.739432,143,497
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,ESCUZA BARAJA,-6.23194,-79.755892,135,487
LAMBAYEQUE,CHICLAYO,MONSEFU,SANTA CATALINA,-6.862423,-79.850446,118,475
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL ARROZAL,-6.108715,-79.666648,122,473
LAMBAYEQUE,LAMBAYEQUE,OLMOS,NICHIPO,-5.937722,-79.79405,103,470
LAMBAYEQUE,LAMBAYEQUE,TUCUME,CRUZ BLANCA,-6.496797,-79.873332,97,468
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL PROGRESO (OJO DE TORO),-6.438265,-79.771443,122,463
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LA PIEDRA,-6.599739,-79.871058,120,463
LAMBAYEQUE,CHICLAYO,TUMAN,RINCONAZO,-6.809728,-79.679806,136,455
LAMBAYEQUE,LAMBAYEQUE,OLMOS,ANCOL CAUTIVO,-5.912567,-80.018773,86,454
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL ARENAL,-6.393958,-79.831692,114,451
LAMBAYEQUE,CHICLAYO,REQUE,MIRAFLORES,-6.888467,-79.832717,113,449
LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL VIRREY,-5.532168,-79.982498,134,448
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,"SIALUPE HUAMANTANGA SECTOR 1
(HUAMANTANGA)",-6.661835,-79.886194,104,447
LAMBAYEQUE,CHICLAYO,PUCALA,COLLIQUE ALTO,-6.804366,-79.547617,127,446
LAMBAYEQUE,LAMBAYEQUE,SALAS,HUMEDADES BAJO,-6.299072,-79.69557,137,442
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,PUNTO NUEVE,-6.638982,-79.891111,103,441
LAMBAYEQUE,CHICLAYO,SAÑA,HUACA RAJADA,-6.797785,-79.601838,127,440
LAMBAYEQUE,CHICLAYO,PICSI,SAN MIGUEL,-6.702057,-79.761708,117,439
LAMBAYEQUE,LAMBAYEQUE,MORROPE,CHEPITO OLIVOS,-6.518554,-79.926359,90,439
LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA,-6.45732,-79.709976,120,437
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CHOCHOPE,-6.157735,-79.647691,114,436
LAMBAYEQUE,LAMBAYEQUE,OLMOS,CALLEJON DE CASCAJAL,-5.925198,-79.791172,126,434
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FALA,-6.673702,-79.785605,121,433
LAMBAYEQUE,CHICLAYO,POMALCA,SAN PABLO,-6.82424,-79.799604,103,430
LAMBAYEQUE,CHICLAYO,SAÑA,SAN NICOLAS,-6.93088,-79.613153,140,429
LAMBAYEQUE,LAMBAYEQUE,PACORA,CERRO ESCUTE (ESCUTE),-6.45146,-79.842995,120,429
LAMBAYEQUE,LAMBAYEQUE,OLMOS,IMPERIAL,-5.97256,-79.737537,102,419
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN PEDRO DE SASAPE,-6.459883,-79.881398,101,414
LAMBAYEQUE,LAMBAYEQUE,TUCUME,SASAPE,-6.486095,-79.904902,84,412
LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME VIEJO,-6.507147,-79.833367,95,411
LAMBAYEQUE,CHICLAYO,NUEVA ARICA,LA VIÑA,-6.897734,-79.457594,131,406
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,VILLA SAN JUAN,-6.376655,-79.80682,101,405
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,TEPO,-6.527647,-79.874567,106,405
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LOS CORONADOS,-6.582178,-79.865643,99,401
LAMBAYEQUE,CHICLAYO,CAYALTI,COJAL,-6.888289,-79.500118,117,396
LAMBAYEQUE,CHICLAYO,MONSEFU,MICARCAPE,-6.852188,-79.837594,102,395
LAMBAYEQUE,CHICLAYO,MONSEFU,CUSTODIO,-6.831624,-79.800884,92,392
LAMBAYEQUE,FERREÑAFE,PITIPO,LOS AGUILARES,-6.48484,-79.716077,103,392
LAMBAYEQUE,LAMBAYEQUE,MORROPE,PUPLAN,-6.478222,-79.929722,80,387
LAMBAYEQUE,CHICLAYO,TUMAN,LA GRANJA,-6.795653,-79.686675,91,384
LAMBAYEQUE,CHICLAYO,MONSEFU,CALAZAN,-6.857754,-79.840818,96,382
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PUNTO UNO,-6.571962,-79.871522,112,382
LAMBAYEQUE,CHICLAYO,MONSEFU,POMAPE,-6.847336,-79.869875,87,378
LAMBAYEQUE,LAMBAYEQUE,SALAS,TEMPON BAJO,-6.281613,-79.658223,106,377
LAMBAYEQUE,LAMBAYEQUE,TUCUME,SASAPE VIEJO (HACIENDA VIEJA),-6.510507,-79.90471,89,377
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,CAHUIDE,-6.371055,-79.802585,108,376
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MONDRAGON,-6.181535,-79.739132,100,376
LAMBAYEQUE,LAMBAYEQUE,PACORA,PUEBLO VIEJO,-6.418591,-79.839269,88,375
LAMBAYEQUE,LAMBAYEQUE,MORROPE,SAN SEBASTIAN,-6.517996,-80.012744,77,373
LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA BAJA,-6.455365,-79.738802,101,372
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOLINO DEL CARMEN,-6.124593,-79.667848,106,371
LAMBAYEQUE,LAMBAYEQUE,TUCUME,LOS REYNOZAS,-6.4855,-79.91633,78,368
LAMBAYEQUE,LAMBAYEQUE,TUCUME,BELLA LIDIA,-6.492122,-79.905938,86,365
LAMBAYEQUE,CHICLAYO,REQUE,RAMA REPEPTOR,-6.875592,-79.822095,94,363
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,NORIA NUEVA,-6.310107,-79.720532,98,363
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CRUZ VERDE,-6.116009,-79.713294,89,360
LAMBAYEQUE,LAMBAYEQUE,OLMOS,SEQUION,-5.870936,-79.843708,92,354
LAMBAYEQUE,CHICLAYO,REQUE,LA CLAKE,-6.864045,-79.807182,89,352
LAMBAYEQUE,CHICLAYO,REQUE,POTRERO,-6.858112,-79.811157,79,351
LAMBAYEQUE,CHICLAYO,PATAPO,PROGRESO,-6.726522,-79.582605,92,347
LAMBAYEQUE,LAMBAYEQUE,MORROPE,SAN ISIDRO,-6.503355,-79.933268,74,347
LAMBAYEQUE,LAMBAYEQUE,OLMOS,SAN CRISTOBAL GRANDE,-5.88573,-79.941148,93,347
LAMBAYEQUE,LAMBAYEQUE,TUCUME,TAYMI,-6.474272,-79.882078,71,347
LAMBAYEQUE,FERREÑAFE,PITIPO,HUACA PARTIDA,-6.486742,-79.743307,89,346
LAMBAYEQUE,CHICLAYO,MONSEFU,VILLA SAUL,-6.835359,-79.81144,89,344
LAMBAYEQUE,LAMBAYEQUE,OLMOS,LAGUNA LARGA,-5.862049,-79.862472,93,344
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CHIRIMOYO ALTO,-6.47841,-79.869333,74,340
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL VERDE,-6.440795,-79.704046,107,340
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,GALLITO,-6.768057,-79.94485,90,339
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LA CAPILLA,-6.590342,-79.853352,87,338
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,BALDERA,-6.793308,-79.933195,80,338
LAMBAYEQUE,LAMBAYEQUE,MORROPE,OLLERIA,-6.500265,-80.000584,76,337
LAMBAYEQUE,LAMBAYEQUE,OLMOS,ESCUTE,-5.759919,-79.882678,67,337
LAMBAYEQUE,LAMBAYEQUE,OLMOS,LAS PAMPAS,-5.887111,-79.783995,89,337
LAMBAYEQUE,LAMBAYEQUE,TUCUME,LA PAYESA,-6.497945,-79.837692,68,336
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL MARCO,-6.408672,-79.742752,98,334
LAMBAYEQUE,LAMBAYEQUE,MORROPE,LAS MERCEDES,-6.51185,-79.927127,67,332
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LAS COLMENAS,-6.616233,-79.408042,92,329
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,LETICIA,-6.125147,-79.714658,88,328
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LA PAVA HUACA BLANCA TRAPICHE,-6.523648,-79.901237,99,327
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL ZARCO,-6.173583,-79.74883,80,326
LAMBAYEQUE,LAMBAYEQUE,TUCUME,LA PINTADA,-6.491947,-79.857087,69,326
LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL MILAGRO,-5.939186,-80.107604,62,325
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA TOMASITA,-6.39621,-79.850167,78,323
LAMBAYEQUE,LAMBAYEQUE,MORROPE,INNECHE,-6.511759,-80.014146,74,318
LAMBAYEQUE,LAMBAYEQUE,PACORA,EL PORVENIR,-6.444673,-79.777305,66,315
LAMBAYEQUE,CHICLAYO,PATAPO,PUENTE TULIPE,-6.731537,-79.561638,81,313
LAMBAYEQUE,CHICLAYO,MONSEFU,PONCOY,-6.857323,-79.872873,67,312
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LA IGLESIA,-6.48786,-79.845402,76,311
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN JUAN,-6.468265,-79.87562,82,309
LAMBAYEQUE,CHICLAYO,OYOTUN,LA COMPUERTA,-6.849306,-79.352616,122,307
LAMBAYEQUE,LAMBAYEQUE,TUCUME,TABACAL,-6.491039,-79.888454,58,307
LAMBAYEQUE,CHICLAYO,MONSEFU,ALICAN BAJO,-6.831366,-79.791945,68,306
LAMBAYEQUE,LAMBAYEQUE,OLMOS,PASAJE SUR,-5.918539,-79.972789,64,304
LAMBAYEQUE,CHICLAYO,POMALCA,CASA DE MADERA,-6.797572,-79.727906,87,297
LAMBAYEQUE,CHICLAYO,MONSEFU,ALGARROBOS,-6.866841,-79.856865,78,296
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,PRADA,-6.192092,-79.715333,77,296
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,APURLEC,-6.260235,-79.731358,98,296
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN MIGUEL,-6.662658,-79.897045,68,294
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,COLLIQUE,-6.55261,-79.855955,75,293
LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL PUEBLITO,-5.893879,-79.726065,78,292
LAMBAYEQUE,LAMBAYEQUE,OLMOS,FICUAR,-5.918275,-80.095478,62,292
LAMBAYEQUE,LAMBAYEQUE,PACORA,CASA EMBARRADA,-6.406777,-79.870955,83,292
LAMBAYEQUE,CHICLAYO,CHICLAYO,SAN LUIS,-6.825401,-79.813804,71,288
LAMBAYEQUE,LAMBAYEQUE,MORROPE,SANTA ELENA,-6.520764,-79.954227,56,288
LAMBAYEQUE,CHICLAYO,MONSEFU,CUSUPE,-6.858887,-79.844046,68,287
LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL CARDO,-5.856348,-79.883802,67,287
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SAN ISIDRO,-6.230882,-79.711955,79,285
LAMBAYEQUE,LAMBAYEQUE,PACORA,SAN ISIDRO (HUACA TRAPICHE),-6.453882,-79.922495,59,285
LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL CARMEN,-6.491647,-79.831283,61,284
LAMBAYEQUE,FERREÑAFE,PITIPO,PATAPON,-6.479682,-79.614218,82,282
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SONOLIPE,-6.158073,-79.694228,89,282
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN ISIDRO,-6.45374,-79.87824,73,280
LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA ALTA,-6.458162,-79.690918,77,279
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SANTA ROSA,-6.049857,-79.681352,74,278
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LOS ANGELES,-6.333785,-79.801083,75,277
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,EUREKA,-6.708515,-79.854454,59,275
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CULPON BAJO,-6.457353,-79.85326,72,273
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CHIRIMOYO BAJO,-6.478865,-79.878635,58,273
LAMBAYEQUE,LAMBAYEQUE,OLMOS,ESTANCIA CHICA,-5.891769,-79.805991,72,272
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,CRUCE SANDOVAL,-6.53333,-79.865395,67,271
LAMBAYEQUE,LAMBAYEQUE,SALAS,LA PEÑA,-6.306288,-79.635778,84,269
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CADAPE,-6.673314,-79.878659,52,266
LAMBAYEQUE,LAMBAYEQUE,MORROPE,CUCUFANA,-6.499617,-80.026324,52,265
LAMBAYEQUE,LAMBAYEQUE,OLMOS,PASABAR LA GRANJA,-5.831729,-79.817695,74,263
LAMBAYEQUE,LAMBAYEQUE,TUCUME,VERA (SANTOS VERA),-6.502788,-79.832923,72,262
LAMBAYEQUE,CHICLAYO,ETEN,CASCAJALES,-6.894233,-79.844145,64,258
LAMBAYEQUE,LAMBAYEQUE,MORROPE,LAS DELICIAS,-6.52506,-79.961493,56,258
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,LOS SANCHEZ,-6.188197,-79.735638,65,258
LAMBAYEQUE,LAMBAYEQUE,PACORA,LOS BANCES,-6.4262,-79.871963,66,258
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,MUY FINCA RAMA DIAZ C CHI,-6.587122,-79.910245,61,257
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MARIATEGUI,-6.716005,-79.858142,47,254
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL MARQUEZ,-6.34278,-79.76793,72,253
LAMBAYEQUE,CHICLAYO,MONSEFU,HUACA LA CRUZ,-6.845384,-79.852132,81,252
LAMBAYEQUE,LAMBAYEQUE,TUCUME,MENDOZA CAMPODONICO,-6.511352,-79.90712,51,252
LAMBAYEQUE,CHICLAYO,PATAPO,PROGRESO ALTO,-6.719705,-79.573817,71,251
LAMBAYEQUE,LAMBAYEQUE,OLMOS,LAGUNA CHICA,-5.875232,-79.873998,70,251
LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL MILAGRO,-6.479642,-79.918243,58,251
LAMBAYEQUE,CHICLAYO,REQUE,PUERTO ARTURO,-6.858453,-79.816114,68,250
LAMBAYEQUE,FERREÑAFE,PITIPO,TRES PUENTES B,-6.45714,-79.650817,66,249
LAMBAYEQUE,CHICLAYO,TUMAN,EL TRIUNFO,-6.776877,-79.708648,69,248
LAMBAYEQUE,LAMBAYEQUE,PACORA,LAS JUNTAS BAJA,-6.443355,-79.87097,73,247
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,CAUTIVO,-6.40757,-79.830403,63,244
LAMBAYEQUE,CHICLAYO,OYOTUN,ESPINAL,-6.819611,-79.202495,85,243
LAMBAYEQUE,LAMBAYEQUE,TUCUME,LOS RIOJAS,-6.47062,-79.905627,52,242
LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL PAVO,-6.501288,-79.836863,48,242
LAMBAYEQUE,LAMBAYEQUE,OLMOS,HUALTACAL CHICO,-5.817601,-79.871233,54,241
LAMBAYEQUE,LAMBAYEQUE,TUCUME,LA ARENA,-6.476475,-79.903437,53,241
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,EL PAPAYO,-6.60679,-79.890536,50,240
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,COMPUERTA MARCELO,-6.472927,-79.879043,52,238
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,EL NAZARENO,-6.768925,-79.948492,66,238
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,SALITRAL,-6.551568,-79.842925,55,237
LAMBAYEQUE,LAMBAYEQUE,OLMOS,CRUZ BLANCA,-5.909975,-79.815055,56,237
LAMBAYEQUE,CHICLAYO,PUCALA,CABALLO BLANCO,-6.779887,-79.54408,67,236
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,OJO DE TORO PARTE ALTA,-6.437202,-79.746902,50,233
LAMBAYEQUE,CHICLAYO,PATAPO,POSOPE BAJO,-6.714178,-79.664612,66,232
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SAN PEDRO,-6.74533,-79.897393,54,232
LAMBAYEQUE,LAMBAYEQUE,TUCUME,ZAPOTAL,-6.489597,-79.882427,45,232
LAMBAYEQUE,CHICLAYO,SAÑA,COLLIQUE BAJO,-6.827803,-79.56466,62,231
LAMBAYEQUE,LAMBAYEQUE,OLMOS,LAS PAMPAS DE CHICOMAS,-5.903918,-79.772182,60,231
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,HUAMANTANGA,-6.192428,-79.734647,51,230
LAMBAYEQUE,LAMBAYEQUE,OLMOS,BRISAS DEL RIO DE OLMOS,-5.994255,-79.735445,87,230
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,HUMEDADES,-6.187967,-79.78031,63,229
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CULPON ALTO,-6.46795,-79.834207,66,228
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,SAN CARLOS,-6.526172,-79.917442,46,227
LAMBAYEQUE,LAMBAYEQUE,TUCUME,PUENTE TABLA,-6.493601,-79.887557,65,227
LAMBAYEQUE,LAMBAYEQUE,TUCUME,ALTO PERU,-6.470998,-79.907086,47,227
LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL PROGRESO,-5.752379,-79.923257,59,226
LAMBAYEQUE,CHICLAYO,TUMAN,VICHAYAL,-6.706309,-79.677735,62,225
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE BACA EL GAÑAN,-6.631905,-79.890045,45,224
LAMBAYEQUE,CHICLAYO,CAYALTI,LA CURVA,-6.909182,-79.515117,62,222
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,DEMETRIO ACOSTA CHUEZ,-6.651162,-79.89404,47,222
LAMBAYEQUE,LAMBAYEQUE,OLMOS,PASABAR ASERRADERO,-5.842731,-79.809945,60,222
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,SAN SEBASTIAN,-6.528705,-79.84313,55,221
LAMBAYEQUE,LAMBAYEQUE,MORROPE,MURO,-6.496557,-79.935565,47,221
LAMBAYEQUE,LAMBAYEQUE,PACORA,HUACA RIVERA,-6.450202,-79.825353,70,221
LAMBAYEQUE,FERREÑAFE,PITIPO,SANDIAL,-6.473392,-79.713368,59,220
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,EL ZAPOTE,-6.092706,-79.732924,64,219
LAMBAYEQUE,LAMBAYEQUE,TUCUME,SALINAS CHANCAY (SALINAS SUR),-6.499625,-79.813028,47,219
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CERCO QUEMADO,-6.190437,-79.711977,56,218
LAMBAYEQUE,LAMBAYEQUE,TUCUME,SALINAS NORTE,-6.49336,-79.819913,48,218
LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL ARENAL,-6.497272,-79.828658,46,218
LAMBAYEQUE,LAMBAYEQUE,OLMOS,CALERA SANTA ROSA,-5.837034,-79.884172,52,217
LAMBAYEQUE,CHICLAYO,POMALCA,LAS PALMERAS,-6.78106,-79.775583,58,216
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,NUEVO SAN MIGUEL,-6.663567,-79.914107,48,216
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,SAN JOSE,-6.203675,-79.745868,54,215
LAMBAYEQUE,LAMBAYEQUE,OLMOS,EL TRIUNFO,-5.871711,-79.831898,52,215
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,PALO PARADO,-6.592873,-79.863735,56,214
LAMBAYEQUE,FERREÑAFE,PITIPO,LA PARED,-6.558093,-79.806525,69,210
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,ALTO PERU,-6.104218,-79.657663,50,210
LAMBAYEQUE,LAMBAYEQUE,MORROPE,EL PORVENIR,-6.507333,-79.972691,43,209
LAMBAYEQUE,CHICLAYO,PICSI,EL FAICALITO,-6.683782,-79.834138,48,208
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,OJO DE TORO PARTE BAJA,-6.417743,-79.795188,53,208
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE BACA PUNTO CUATRO,-6.59869,-79.896251,41,207
LAMBAYEQUE,LAMBAYEQUE,PACORA,SANTA ISABEL,-6.430247,-79.900437,50,207
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,QUINA QUINA,-6.204977,-79.684953,55,206
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,HUACA BLANCA,-6.78159,-79.946032,51,206
LAMBAYEQUE,LAMBAYEQUE,MORROPE,MONTE VERDE,-6.449614,-79.944447,47,203
LAMBAYEQUE,LAMBAYEQUE,OLMOS,PASABAR OLEODUCTO,-5.857971,-79.800636,52,203
LAMBAYEQUE,LAMBAYEQUE,SALAS,LA ALITA,-6.306297,-79.653677,60,203
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,NARANJAL,-6.710457,-79.858694,35,200
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PURISIMA CONCEPCION SECTOR C,-6.314002,-79.758563,55,199
LAMBAYEQUE,LAMBAYEQUE,MORROPE,SANTA ROSA,-6.514806,-79.923101,40,198
LAMBAYEQUE,LAMBAYEQUE,OLMOS,COOPERATIVA SAN FRANCISCO DE ASIS,-5.761868,-79.830052,49,198
LAMBAYEQUE,FERREÑAFE,PITIPO,MANCHURIA A,-6.436053,-79.625517,53,197
LAMBAYEQUE,FERREÑAFE,PITIPO,LA CAMPANA,-6.467887,-79.662043,47,196
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,HUACA QUEMADA,-6.535843,-79.883233,55,196
LAMBAYEQUE,LAMBAYEQUE,TUCUME,EL SIFON,-6.520567,-79.824375,52,196
LAMBAYEQUE,CHICLAYO,MONSEFU,EL PALMO,-6.868871,-79.863597,38,195
LAMBAYEQUE,FERREÑAFE,PITIPO,LA CURVA,-6.48715,-79.752188,52,193
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,BURGA,-6.524238,-79.817597,46,193
LAMBAYEQUE,LAMBAYEQUE,PACORA,MATRIZ COMUNIDAD,-6.427554,-79.80999,45,190
LAMBAYEQUE,CHICLAYO,CAYALTI,GUAYAQUIL,-6.911193,-79.49046,54,186
LAMBAYEQUE,LAMBAYEQUE,OLMOS,PASABAR LOS MAYANGAS,-5.844345,-79.827499,50,186
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE BACA RIO HONDO,-6.60737,-79.913119,40,185
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN JORGE,-6.474788,-79.834418,37,185
LAMBAYEQUE,LAMBAYEQUE,MORROPE,LAS PALMERAS,-6.520199,-79.969361,39,185
LAMBAYEQUE,LAMBAYEQUE,OLMOS,CRUCE JAEN ANTIGUO (EL DESVIO),-5.990605,-79.698583,47,185
LAMBAYEQUE,CHICLAYO,TUMAN,LA PUNTA,-6.816722,-79.665935,44,183
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE HUAMANTANGA LOS MESTAS,-6.62459,-79.864671,43,183
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,PUEBLO NUEVO SALITRAL,-6.131002,-79.729232,53,182
LAMBAYEQUE,LAMBAYEQUE,OLMOS,SAN CRISTOBAL CHICO,-5.885557,-79.907615,51,180
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,HUACA DE TORO,-6.5893,-79.94272,44,179
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,CRUZ DE VALDERA,-6.218318,-79.741905,45,179
LAMBAYEQUE,CHICLAYO,SAÑA,POPAN BAJO,-6.883387,-79.592145,52,177
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,EL TRIUNFO,-6.694,-79.675302,48,176
LAMBAYEQUE,FERREÑAFE,PITIPO,MOCHUMANO,-6.472622,-79.69335,44,176
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE BACA SECTOR I,-6.598376,-79.88689,31,176
LAMBAYEQUE,LAMBAYEQUE,OLMOS,VINGUAR CHICO,-5.954946,-79.965198,35,176
LAMBAYEQUE,LAMBAYEQUE,MORROPE,SAN CARLOS,-6.526315,-79.960295,40,175
LAMBAYEQUE,CHICLAYO,POMALCA,EL COMBO,-6.765083,-79.729763,43,174
LAMBAYEQUE,LAMBAYEQUE,MORROPE,LAS MERCEDES,-6.498443,-79.973572,37,174
LAMBAYEQUE,LAMBAYEQUE,OLMOS,CHOLOPE,-5.930805,-79.958983,29,174
LAMBAYEQUE,LAMBAYEQUE,OLMOS,AGUA SANTA,-5.937335,-79.794066,43,174
LAMBAYEQUE,CHICLAYO,PATAPO,PROGRESO BAJO,-6.730515,-79.591883,46,173
LAMBAYEQUE,CHICLAYO,POMALCA,BUENOS AIRES,-6.827107,-79.791743,38,173
LAMBAYEQUE,LAMBAYEQUE,OLMOS,SEÑOR DE LOS MILAGROS,-5.759014,-79.846552,45,173
LAMBAYEQUE,CHICLAYO,REQUE,LA CALERA II,-6.817888,-79.745907,51,171
LAMBAYEQUE,LAMBAYEQUE,TUCUME,PUPLAN,-6.47458,-79.922915,37,171
LAMBAYEQUE,LAMBAYEQUE,OLMOS,TIERRA RAJADA,-5.742077,-79.9356,40,170
LAMBAYEQUE,CHICLAYO,PATAPO,CRUCE BATANGRANDE,-6.730007,-79.651592,46,169
LAMBAYEQUE,LAMBAYEQUE,OLMOS,ANCOL CHICO,-5.920687,-80.045953,41,169
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,COLOCHE,-6.45693,-79.873345,42,168
LAMBAYEQUE,CHICLAYO,PATAPO,CONCHUCOS,-6.732777,-79.65318,42,167
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,SAN ROQUE,-6.57637,-79.843525,45,166
LAMBAYEQUE,LAMBAYEQUE,OLMOS,VIRGEN DEL CARMEN,-5.778121,-79.857251,45,165
